COD;Valor Pedido;Cidade;Data da Venda;COD Cliente
AB1002;R$ 2,00;Recife;21/10/2017;32
AB1023;R$ 4,00;Guarulhos;21/10/2017;272
AB1008;R$ 4,00;Recife;21/10/2017;277
AB1002;R$ 2,00;Fortaleza;21/10/2017;657
AB1007;R$ 2,00;Recife;21/10/2017;633
AB1017;R$ 3,00;Recife;21/10/2017;603
AB1016;R$ 2,00;Goiânia;21/10/2017;351
AB1004;R$ 1,00;Campinas;22/10/2017;677
AB1009;R$ 4,00;São Paulo;22/10/2017;53
AB1018;R$ 5,00;Campinas;22/10/2017;739
AB1011;R$ 2,00;Salvador;22/10/2017;594
AB1023;R$ 3,00;Belo Horizonte;22/10/2017;550
AB1019;R$ 1,00;Salvador;22/10/2017;752
AB1019;R$ 2,00;Rio de Janeiro;22/10/2017;744
AB1015;R$ 3,00;Belo Horizonte;22/10/2017;550
AB1009;R$ 5,00;Rio de Janeiro;22/10/2017;443
AB1014;R$ 3,00;Belo Horizonte;22/10/2017;190
AB1019;R$ 4,00;Rio de Janeiro;22/10/2017;589
AB1022;R$ 1,00;Guarulhos;22/10/2017;440
AB1001;R$ 3,00;Rio de Janeiro;22/10/2017;374
AB1006;R$ 3,00;Niterói;22/10/2017;486
AB1013;R$ 3,00;Niterói;22/10/2017;648
AB1001;R$ 2,00;Guarulhos;23/10/2017;101
AB1003;R$ 2,00;Salvador;23/10/2017;448
AB1014;R$ 1,00;Guarulhos;23/10/2017;128
AB1011;R$ 3,00;Salvador;23/10/2017;646
AB1001;R$ 3,00;São Paulo;23/10/2017;196
AB1009;R$ 3,00;Goiânia;23/10/2017;177
AB1023;R$ 1,00;Goiânia;23/10/2017;17
AB1022;R$ 2,00;Campinas;23/10/2017;243
AB1019;R$ 5,00;Nova Iguaço;23/10/2017;231
AB1008;R$ 5,00;Porto Alegre;23/10/2017;785
AB1015;R$ 2,00;Recife;23/10/2017;449
AB1001;R$ 1,00;Belo Horizonte;23/10/2017;295
AB1001;R$ 5,00;Belo Horizonte;23/10/2017;251
AB1021;R$ 3,00;Salvador;23/10/2017;247
AB1011;R$ 1,00;Goiânia;23/10/2017;582
AB1010;R$ 3,00;Niterói;23/10/2017;73
AB1019;R$ 1,00;Nova Iguaço;23/10/2017;691
AB1023;R$ 4,00;Campinas;23/10/2017;709
AB1017;R$ 1,00;Campinas;23/10/2017;59
AB1001;R$ 4,00;Fortaleza;23/10/2017;215
AB1022;R$ 3,00;Curitiba;23/10/2017;93
AB1018;R$ 3,00;Campinas;23/10/2017;709
AB1020;R$ 2,00;Rio de Janeiro;23/10/2017;325
AB1008;R$ 2,00;Belo Horizonte;23/10/2017;409
AB1012;R$ 5,00;Salvador;23/10/2017;34
AB1012;R$ 4,00;São Paulo;24/10/2017;104
AB1005;R$ 5,00;Fortaleza;24/10/2017;599
AB1017;R$ 4,00;Salvador;24/10/2017;646
AB1018;R$ 2,00;Campinas;24/10/2017;510
AB1002;R$ 3,00;Porto Alegre;24/10/2017;668
AB1007;R$ 3,00;Campinas;24/10/2017;639
AB1004;R$ 2,00;Salvador;24/10/2017;285
AB1018;R$ 1,00;Guarulhos;24/10/2017;62
AB1021;R$ 2,00;São Paulo;24/10/2017;665
AB1007;R$ 1,00;Guarulhos;24/10/2017;67
AB1015;R$ 3,00;Guarulhos;24/10/2017;184
AB1016;R$ 5,00;Guarulhos;24/10/2017;465
AB1019;R$ 2,00;Campinas;24/10/2017;265
AB1020;R$ 5,00;Goiânia;24/10/2017;204
AB1009;R$ 2,00;Recife;24/10/2017;244
AB1021;R$ 4,00;Rio de Janeiro;24/10/2017;572
AB1016;R$ 5,00;Campinas;24/10/2017;333
AB1006;R$ 1,00;Porto Alegre;24/10/2017;754
AB1013;R$ 1,00;Niterói;24/10/2017;381
AB1019;R$ 3,00;Porto Alegre;24/10/2017;416
AB1023;R$ 1,00;Curitiba;24/10/2017;419
AB1012;R$ 1,00;Salvador;24/10/2017;712
AB1021;R$ 4,00;São Paulo;24/10/2017;665
AB1020;R$ 4,00;Rio de Janeiro;24/10/2017;194
AB1020;R$ 4,00;Curitiba;24/10/2017;271
AB1014;R$ 4,00;Recife;24/10/2017;342
AB1015;R$ 3,00;Nova Iguaço;25/10/2017;690
AB1017;R$ 1,00;Goiânia;25/10/2017;762
AB1020;R$ 1,00;Nova Iguaço;25/10/2017;598
AB1005;R$ 4,00;São Paulo;25/10/2017;641
AB1006;R$ 1,00;Fortaleza;25/10/2017;503
AB1024;R$ 1,00;Recife;25/10/2017;219
AB1005;R$ 1,00;Goiânia;25/10/2017;438
AB1008;R$ 4,00;Salvador;25/10/2017;15
AB1018;R$ 4,00;Campinas;25/10/2017;192
AB1018;R$ 3,00;Porto Alegre;25/10/2017;404
AB1015;R$ 1,00;Recife;25/10/2017;304
AB1008;R$ 4,00;Salvador;25/10/2017;544
AB1003;R$ 4,00;São Paulo;25/10/2017;310
AB1018;R$ 3,00;Nova Iguaço;25/10/2017;355
AB1024;R$ 3,00;Niterói;25/10/2017;280
AB1012;R$ 5,00;Curitiba;25/10/2017;741
AB1019;R$ 2,00;Guarulhos;25/10/2017;410
AB1008;R$ 3,00;São Paulo;25/10/2017;50
AB1012;R$ 3,00;Recife;25/10/2017;566
AB1011;R$ 1,00;Niterói;25/10/2017;350
AB1023;R$ 1,00;Rio de Janeiro;25/10/2017;405
AB1021;R$ 2,00;Niterói;25/10/2017;73
AB1018;R$ 3,00;Rio de Janeiro;25/10/2017;571
AB1005;R$ 5,00;Goiânia;25/10/2017;296
AB1002;R$ 4,00;Belo Horizonte;25/10/2017;154
AB1005;R$ 4,00;São Paulo;25/10/2017;202
AB1020;R$ 5,00;Guarulhos;26/10/2017;102
AB1007;R$ 2,00;Guarulhos;26/10/2017;528
AB1007;R$ 2,00;Nova Iguaço;26/10/2017;591
AB1016;R$ 1,00;Recife;26/10/2017;165
AB1007;R$ 5,00;Nova Iguaço;26/10/2017;14
AB1023;R$ 1,00;Campinas;26/10/2017;257
AB1022;R$ 3,00;Goiânia;26/10/2017;246
AB1009;R$ 1,00;Belo Horizonte;26/10/2017;508
AB1021;R$ 4,00;Fortaleza;26/10/2017;269
AB1023;R$ 5,00;Guarulhos;26/10/2017;185
AB1015;R$ 5,00;Rio de Janeiro;26/10/2017;331
AB1012;R$ 2,00;Campinas;26/10/2017;208
AB1017;R$ 4,00;São Paulo;26/10/2017;650
AB1020;R$ 4,00;Campinas;26/10/2017;607
AB1009;R$ 1,00;Niterói;26/10/2017;146
AB1022;R$ 5,00;São Paulo;26/10/2017;797
AB1006;R$ 1,00;Niterói;26/10/2017;222
AB1001;R$ 2,00;Curitiba;26/10/2017;66
AB1003;R$ 1,00;Guarulhos;27/10/2017;101
AB1022;R$ 1,00;Recife;27/10/2017;227
AB1012;R$ 5,00;Recife;27/10/2017;197
AB1022;R$ 2,00;Porto Alegre;27/10/2017;166
AB1011;R$ 2,00;Rio de Janeiro;27/10/2017;377
AB1007;R$ 1,00;Goiânia;27/10/2017;685
AB1020;R$ 2,00;Rio de Janeiro;27/10/2017;374
AB1015;R$ 3,00;Fortaleza;27/10/2017;719
AB1022;R$ 4,00;Goiânia;27/10/2017;116
AB1020;R$ 1,00;Niterói;27/10/2017;731
AB1012;R$ 3,00;Curitiba;27/10/2017;705
AB1010;R$ 4,00;Goiânia;27/10/2017;527
AB1017;R$ 3,00;São Paulo;27/10/2017;69
AB1022;R$ 3,00;São Paulo;27/10/2017;450
AB1016;R$ 5,00;Rio de Janeiro;27/10/2017;28
AB1018;R$ 1,00;Fortaleza;27/10/2017;163
AB1020;R$ 4,00;Niterói;27/10/2017;434
AB1014;R$ 2,00;Curitiba;27/10/2017;7
AB1015;R$ 3,00;Niterói;27/10/2017;35
AB1014;R$ 2,00;Campinas;27/10/2017;120
AB1020;R$ 3,00;Campinas;27/10/2017;289
AB1004;R$ 2,00;Guarulhos;27/10/2017;287
AB1016;R$ 5,00;Curitiba;27/10/2017;238
AB1002;R$ 5,00;Niterói;27/10/2017;30
AB1018;R$ 2,00;Guarulhos;27/10/2017;610
AB1005;R$ 2,00;Goiânia;27/10/2017;615
AB1015;R$ 3,00;Curitiba;27/10/2017;240
AB1012;R$ 5,00;Porto Alegre;27/10/2017;266
AB1022;R$ 4,00;Guarulhos;27/10/2017;344
AB1003;R$ 5,00;Guarulhos;27/10/2017;399
AB1012;R$ 1,00;Nova Iguaço;27/10/2017;530
AB1009;R$ 4,00;Porto Alegre;27/10/2017;428
AB1023;R$ 1,00;Belo Horizonte;28/10/2017;415
AB1007;R$ 1,00;São Paulo;28/10/2017;773
AB1009;R$ 5,00;Niterói;28/10/2017;807
AB1023;R$ 4,00;Curitiba;28/10/2017;1
AB1012;R$ 1,00;Porto Alegre;28/10/2017;780
AB1023;R$ 1,00;Goiânia;28/10/2017;435
AB1019;R$ 3,00;Goiânia;28/10/2017;291
AB1002;R$ 3,00;Curitiba;28/10/2017;789
AB1018;R$ 4,00;Guarulhos;28/10/2017;184
AB1004;R$ 1,00;Belo Horizonte;28/10/2017;295
AB1017;R$ 1,00;São Paulo;28/10/2017;111
AB1023;R$ 4,00;Rio de Janeiro;28/10/2017;531
AB1024;R$ 3,00;Niterói;28/10/2017;809
AB1013;R$ 2,00;Curitiba;28/10/2017;60
AB1007;R$ 5,00;Rio de Janeiro;28/10/2017;28
AB1016;R$ 3,00;Fortaleza;28/10/2017;781
AB1018;R$ 3,00;Guarulhos;28/10/2017;536
AB1009;R$ 3,00;Goiânia;28/10/2017;466
AB1022;R$ 3,00;Niterói;28/10/2017;454
AB1018;R$ 2,00;Guarulhos;28/10/2017;536
AB1013;R$ 2,00;Guarulhos;28/10/2017;491
AB1004;R$ 5,00;Guarulhos;28/10/2017;311
AB1019;R$ 5,00;Goiânia;28/10/2017;147
AB1007;R$ 4,00;Nova Iguaço;28/10/2017;569
AB1018;R$ 3,00;Salvador;28/10/2017;559
AB1005;R$ 3,00;Goiânia;29/10/2017;821
AB1009;R$ 3,00;Rio de Janeiro;29/10/2017;407
AB1001;R$ 3,00;Fortaleza;29/10/2017;503
AB1020;R$ 4,00;Curitiba;29/10/2017;720
AB1016;R$ 3,00;Rio de Janeiro;29/10/2017;817
AB1006;R$ 5,00;Recife;29/10/2017;500
AB1009;R$ 3,00;Guarulhos;29/10/2017;206
AB1012;R$ 5,00;Recife;29/10/2017;335
AB1002;R$ 5,00;São Paulo;29/10/2017;196
AB1008;R$ 1,00;Nova Iguaço;29/10/2017;460
AB1002;R$ 4,00;Fortaleza;29/10/2017;471
AB1014;R$ 3,00;Recife;29/10/2017;449
AB1006;R$ 5,00;Fortaleza;29/10/2017;363
AB1002;R$ 5,00;Recife;29/10/2017;197
AB1021;R$ 1,00;Campinas;29/10/2017;521
AB1008;R$ 1,00;Rio de Janeiro;29/10/2017;20
AB1024;R$ 2,00;Guarulhos;29/10/2017;48
AB1015;R$ 3,00;Belo Horizonte;29/10/2017;508
AB1001;R$ 3,00;Curitiba;29/10/2017;619
AB1008;R$ 3,00;Guarulhos;29/10/2017;392
AB1011;R$ 2,00;Niterói;29/10/2017;756
AB1014;R$ 1,00;Curitiba;29/10/2017;346
AB1020;R$ 1,00;Rio de Janeiro;29/10/2017;545
AB1005;R$ 2,00;Porto Alegre;29/10/2017;360
AB1009;R$ 3,00;Campinas;29/10/2017;243
AB1022;R$ 1,00;Campinas;30/10/2017;59
AB1012;R$ 2,00;Niterói;30/10/2017;258
AB1013;R$ 4,00;Niterói;30/10/2017;473
AB1011;R$ 3,00;São Paulo;30/10/2017;160
AB1009;R$ 2,00;Nova Iguaço;30/10/2017;460
AB1002;R$ 5,00;Porto Alegre;30/10/2017;68
AB1022;R$ 3,00;São Paulo;30/10/2017;718
AB1022;R$ 4,00;São Paulo;30/10/2017;209
AB1022;R$ 4,00;Salvador;30/10/2017;237
AB1003;R$ 1,00;Rio de Janeiro;30/10/2017;492
AB1023;R$ 3,00;Nova Iguaço;30/10/2017;604
AB1006;R$ 1,00;Recife;30/10/2017;672
AB1003;R$ 1,00;Goiânia;30/10/2017;615
AB1019;R$ 3,00;Niterói;30/10/2017;146
AB1002;R$ 5,00;Curitiba;30/10/2017;619
AB1016;R$ 1,00;Rio de Janeiro;30/10/2017;3
AB1009;R$ 5,00;Niterói;30/10/2017;706
AB1012;R$ 1,00;Rio de Janeiro;30/10/2017;570
AB1017;R$ 1,00;Guarulhos;30/10/2017;212
AB1003;R$ 2,00;Campinas;30/10/2017;521
AB1023;R$ 5,00;Nova Iguaço;30/10/2017;604
AB1002;R$ 1,00;Campinas;30/10/2017;192
AB1002;R$ 4,00;Porto Alegre;30/10/2017;353
AB1022;R$ 3,00;Guarulhos;30/10/2017;536
AB1022;R$ 5,00;Niterói;30/10/2017;73
AB1012;R$ 3,00;Rio de Janeiro;31/10/2017;298
AB1002;R$ 3,00;Guarulhos;31/10/2017;311
AB1011;R$ 2,00;Guarulhos;31/10/2017;67
AB1007;R$ 5,00;Campinas;31/10/2017;333
AB1013;R$ 1,00;Belo Horizonte;31/10/2017;786
AB1008;R$ 5,00;Niterói;31/10/2017;228
AB1006;R$ 4,00;São Paulo;31/10/2017;773
AB1010;R$ 2,00;Campinas;31/10/2017;139
AB1018;R$ 3,00;Recife;31/10/2017;277
AB1019;R$ 3,00;Salvador;31/10/2017;245
AB1021;R$ 1,00;Porto Alegre;31/10/2017;436
AB1021;R$ 1,00;Guarulhos;31/10/2017;341
AB1001;R$ 4,00;Goiânia;31/10/2017;88
AB1023;R$ 3,00;Porto Alegre;31/10/2017;230
AB1020;R$ 4,00;Guarulhos;31/10/2017;457
AB1020;R$ 1,00;Niterói;31/10/2017;706
AB1004;R$ 3,00;Belo Horizonte;31/10/2017;506
AB1006;R$ 5,00;Recife;31/10/2017;219
AB1004;R$ 3,00;Nova Iguaço;01/11/2017;579
AB1001;R$ 3,00;Goiânia;01/11/2017;562
AB1016;R$ 2,00;Guarulhos;01/11/2017;241
AB1013;R$ 2,00;Nova Iguaço;01/11/2017;530
AB1017;R$ 4,00;Nova Iguaço;01/11/2017;574
AB1022;R$ 5,00;Recife;01/11/2017;459
AB1004;R$ 5,00;Belo Horizonte;01/11/2017;783
AB1006;R$ 3,00;Campinas;01/11/2017;447
AB1018;R$ 1,00;Guarulhos;01/11/2017;229
AB1007;R$ 3,00;Campinas;01/11/2017;819
AB1019;R$ 5,00;Rio de Janeiro;01/11/2017;368
AB1024;R$ 1,00;Recife;01/11/2017;81
AB1023;R$ 4,00;Salvador;01/11/2017;232
AB1014;R$ 5,00;Rio de Janeiro;01/11/2017;298
AB1011;R$ 4,00;Belo Horizonte;01/11/2017;475
AB1024;R$ 3,00;Porto Alegre;01/11/2017;811
AB1020;R$ 2,00;Guarulhos;01/11/2017;206
AB1016;R$ 2,00;Campinas;01/11/2017;150
AB1022;R$ 3,00;Guarulhos;01/11/2017;167
AB1021;R$ 3,00;Salvador;01/11/2017;82
AB1011;R$ 3,00;Salvador;01/11/2017;769
AB1010;R$ 4,00;Niterói;01/11/2017;654
AB1012;R$ 2,00;Curitiba;01/11/2017;238
AB1006;R$ 2,00;Curitiba;01/11/2017;240
AB1003;R$ 5,00;Fortaleza;01/11/2017;130
AB1014;R$ 1,00;Guarulhos;01/11/2017;206
AB1020;R$ 1,00;Rio de Janeiro;01/11/2017;570
AB1015;R$ 5,00;Rio de Janeiro;01/11/2017;336
AB1015;R$ 4,00;São Paulo;01/11/2017;446
AB1005;R$ 1,00;Guarulhos;01/11/2017;102
AB1020;R$ 4,00;Salvador;01/11/2017;481
AB1010;R$ 4,00;Guarulhos;01/11/2017;56
AB1015;R$ 2,00;Goiânia;01/11/2017;225
AB1017;R$ 1,00;Recife;01/11/2017;335
AB1011;R$ 2,00;Guarulhos;01/11/2017;75
AB1016;R$ 4,00;Guarulhos;02/11/2017;229
AB1017;R$ 4,00;Curitiba;02/11/2017;250
AB1011;R$ 2,00;Campinas;02/11/2017;108
AB1012;R$ 3,00;Salvador;02/11/2017;800
AB1023;R$ 5,00;Niterói;02/11/2017;276
AB1024;R$ 4,00;Recife;02/11/2017;768
AB1012;R$ 3,00;Salvador;02/11/2017;164
AB1013;R$ 5,00;Recife;02/11/2017;227
AB1019;R$ 4,00;Fortaleza;02/11/2017;288
AB1018;R$ 5,00;Belo Horizonte;02/11/2017;581
AB1009;R$ 4,00;Campinas;02/11/2017;819
AB1024;R$ 3,00;Guarulhos;02/11/2017;26
AB1007;R$ 2,00;Salvador;02/11/2017;275
AB1017;R$ 3,00;Guarulhos;02/11/2017;187
AB1023;R$ 5,00;Belo Horizonte;02/11/2017;520
AB1019;R$ 1,00;Salvador;02/11/2017;551
AB1002;R$ 1,00;Belo Horizonte;02/11/2017;626
AB1006;R$ 2,00;Porto Alegre;02/11/2017;181
AB1018;R$ 1,00;Rio de Janeiro;02/11/2017;804
AB1022;R$ 2,00;Curitiba;02/11/2017;526
AB1009;R$ 2,00;Recife;02/11/2017;106
AB1018;R$ 3,00;Guarulhos;02/11/2017;318
AB1022;R$ 2,00;Salvador;02/11/2017;752
AB1022;R$ 4,00;Campinas;02/11/2017;138
AB1023;R$ 5,00;Curitiba;02/11/2017;533
AB1018;R$ 3,00;São Paulo;02/11/2017;140
AB1005;R$ 2,00;Fortaleza;02/11/2017;599
AB1018;R$ 3,00;Guarulhos;02/11/2017;142
AB1023;R$ 5,00;Recife;02/11/2017;513
AB1012;R$ 4,00;São Paulo;02/11/2017;55
AB1001;R$ 3,00;Goiânia;02/11/2017;162
AB1020;R$ 1,00;Curitiba;02/11/2017;758
AB1015;R$ 1,00;Guarulhos;02/11/2017;306
AB1006;R$ 1,00;Guarulhos;02/11/2017;67
AB1007;R$ 4,00;Recife;02/11/2017;39
AB1017;R$ 2,00;Nova Iguaço;02/11/2017;33
AB1004;R$ 4,00;Porto Alegre;02/11/2017;181
AB1006;R$ 3,00;São Paulo;02/11/2017;145
AB1023;R$ 5,00;Belo Horizonte;02/11/2017;413
AB1021;R$ 3,00;Salvador;03/11/2017;396
AB1009;R$ 2,00;Campinas;03/11/2017;618
AB1012;R$ 5,00;Goiânia;03/11/2017;274
AB1020;R$ 3,00;Niterói;03/11/2017;632
AB1002;R$ 4,00;Porto Alegre;03/11/2017;181
AB1011;R$ 4,00;Niterói;03/11/2017;10
AB1007;R$ 3,00;Rio de Janeiro;03/11/2017;462
AB1018;R$ 4,00;Goiânia;03/11/2017;636
AB1008;R$ 2,00;Fortaleza;03/11/2017;703
AB1020;R$ 5,00;Salvador;03/11/2017;534
AB1007;R$ 2,00;Recife;03/11/2017;805
AB1002;R$ 3,00;Rio de Janeiro;03/11/2017;545
AB1011;R$ 3,00;Niterói;03/11/2017;228
AB1013;R$ 4,00;Nova Iguaço;03/11/2017;460
AB1014;R$ 4,00;Goiânia;03/11/2017;636
AB1014;R$ 2,00;Belo Horizonte;03/11/2017;220
AB1005;R$ 2,00;Belo Horizonte;03/11/2017;724
AB1008;R$ 1,00;Guarulhos;03/11/2017;119
AB1023;R$ 5,00;Guarulhos;03/11/2017;84
AB1019;R$ 2,00;São Paulo;03/11/2017;408
AB1016;R$ 2,00;Guarulhos;03/11/2017;214
AB1014;R$ 3,00;Niterói;03/11/2017;807
AB1002;R$ 5,00;Fortaleza;03/11/2017;735
AB1014;R$ 2,00;Fortaleza;03/11/2017;719
AB1014;R$ 3,00;São Paulo;03/11/2017;737
AB1003;R$ 4,00;Campinas;03/11/2017;108
AB1023;R$ 5,00;Goiânia;03/11/2017;762
AB1004;R$ 2,00;Guarulhos;03/11/2017;152
AB1008;R$ 5,00;Recife;03/11/2017;672
AB1019;R$ 4,00;Fortaleza;03/11/2017;687
AB1008;R$ 5,00;Fortaleza;03/11/2017;609
AB1014;R$ 4,00;Campinas;03/11/2017;639
AB1002;R$ 3,00;São Paulo;03/11/2017;608
AB1020;R$ 3,00;Porto Alegre;03/11/2017;143
AB1014;R$ 5,00;Campinas;03/11/2017;36
AB1008;R$ 1,00;Goiânia;03/11/2017;8
AB1015;R$ 3,00;Nova Iguaço;03/11/2017;455
AB1019;R$ 2,00;Nova Iguaço;04/11/2017;574
AB1021;R$ 1,00;São Paulo;04/11/2017;429
AB1007;R$ 1,00;Salvador;04/11/2017;799
AB1003;R$ 1,00;São Paulo;04/11/2017;650
AB1001;R$ 1,00;São Paulo;04/11/2017;224
AB1013;R$ 3,00;Nova Iguaço;04/11/2017;14
AB1018;R$ 2,00;Recife;04/11/2017;32
AB1002;R$ 5,00;Nova Iguaço;04/11/2017;530
AB1008;R$ 2,00;Rio de Janeiro;04/11/2017;125
AB1013;R$ 4,00;Niterói;04/11/2017;495
AB1019;R$ 1,00;Nova Iguaço;04/11/2017;578
AB1016;R$ 4,00;Salvador;04/11/2017;396
AB1001;R$ 1,00;Salvador;04/11/2017;82
AB1008;R$ 4,00;Nova Iguaço;04/11/2017;578
AB1012;R$ 4,00;Salvador;04/11/2017;54
AB1016;R$ 2,00;Guarulhos;04/11/2017;311
AB1012;R$ 2,00;Goiânia;04/11/2017;674
AB1007;R$ 2,00;Guarulhos;04/11/2017;167
AB1008;R$ 3,00;Niterói;04/11/2017;280
AB1021;R$ 1,00;Nova Iguaço;04/11/2017;149
AB1023;R$ 2,00;Salvador;04/11/2017;264
AB1010;R$ 3,00;Fortaleza;04/11/2017;719
AB1005;R$ 1,00;Niterói;04/11/2017;434
AB1023;R$ 5,00;Recife;04/11/2017;814
AB1002;R$ 3,00;Belo Horizonte;04/11/2017;251
AB1003;R$ 2,00;Niterói;04/11/2017;258
AB1019;R$ 3,00;Fortaleza;05/11/2017;133
AB1013;R$ 2,00;Nova Iguaço;05/11/2017;576
AB1009;R$ 3,00;São Paulo;05/11/2017;446
AB1011;R$ 1,00;Salvador;05/11/2017;482
AB1024;R$ 1,00;São Paulo;05/11/2017;540
AB1019;R$ 4,00;Porto Alegre;05/11/2017;328
AB1012;R$ 2,00;Campinas;05/11/2017;659
AB1007;R$ 4,00;Belo Horizonte;05/11/2017;220
AB1021;R$ 2,00;Niterói;05/11/2017;42
AB1006;R$ 3,00;Guarulhos;05/11/2017;358
AB1008;R$ 5,00;Fortaleza;05/11/2017;557
AB1023;R$ 2,00;Niterói;05/11/2017;546
AB1017;R$ 5,00;Nova Iguaço;05/11/2017;585
AB1020;R$ 3,00;Porto Alegre;05/11/2017;267
AB1014;R$ 4,00;Rio de Janeiro;05/11/2017;749
AB1022;R$ 5,00;Rio de Janeiro;05/11/2017;788
AB1023;R$ 4,00;Salvador;05/11/2017;247
AB1021;R$ 3,00;Campinas;05/11/2017;422
AB1010;R$ 3,00;Curitiba;05/11/2017;343
AB1021;R$ 2,00;Porto Alegre;05/11/2017;64
AB1024;R$ 2,00;Recife;05/11/2017;777
AB1010;R$ 3,00;Rio de Janeiro;05/11/2017;52
AB1004;R$ 3,00;Porto Alegre;05/11/2017;159
AB1011;R$ 2,00;Guarulhos;05/11/2017;126
AB1015;R$ 5,00;São Paulo;05/11/2017;641
AB1007;R$ 5,00;Recife;05/11/2017;342
AB1005;R$ 3,00;Guarulhos;05/11/2017;179
AB1020;R$ 5,00;Goiânia;05/11/2017;173
AB1008;R$ 5,00;Recife;05/11/2017;509
AB1008;R$ 4,00;Nova Iguaço;05/11/2017;330
AB1007;R$ 5,00;Guarulhos;05/11/2017;290
AB1023;R$ 2,00;Salvador;05/11/2017;675
AB1007;R$ 4,00;Rio de Janeiro;05/11/2017;134
AB1005;R$ 3,00;Goiânia;05/11/2017;365
AB1011;R$ 2,00;Salvador;06/11/2017;790
AB1016;R$ 2,00;São Paulo;06/11/2017;105
AB1024;R$ 5,00;Porto Alegre;06/11/2017;702
AB1019;R$ 3,00;Goiânia;06/11/2017;246
AB1002;R$ 2,00;Goiânia;06/11/2017;518
AB1008;R$ 3,00;São Paulo;06/11/2017;261
AB1020;R$ 4,00;Campinas;06/11/2017;431
AB1015;R$ 5,00;Rio de Janeiro;06/11/2017;331
AB1014;R$ 5,00;Belo Horizonte;06/11/2017;581
AB1024;R$ 5,00;Fortaleza;06/11/2017;480
AB1010;R$ 1,00;Guarulhos;06/11/2017;610
AB1006;R$ 2,00;Guarulhos;06/11/2017;270
AB1001;R$ 3,00;Recife;06/11/2017;370
AB1002;R$ 1,00;Guarulhos;06/11/2017;596
AB1016;R$ 3,00;São Paulo;06/11/2017;450
AB1017;R$ 4,00;Belo Horizonte;06/11/2017;295
AB1006;R$ 4,00;Belo Horizonte;06/11/2017;542
AB1016;R$ 3,00;São Paulo;06/11/2017;641
AB1015;R$ 1,00;Niterói;06/11/2017;710
AB1004;R$ 3,00;Goiânia;06/11/2017;582
AB1001;R$ 2,00;Belo Horizonte;06/11/2017;475
AB1015;R$ 1,00;Belo Horizonte;06/11/2017;357
AB1022;R$ 4,00;Rio de Janeiro;06/11/2017;52
AB1002;R$ 3,00;Guarulhos;06/11/2017;207
AB1017;R$ 3,00;Curitiba;06/11/2017;178
AB1004;R$ 2,00;Curitiba;06/11/2017;751
AB1016;R$ 4,00;Rio de Janeiro;06/11/2017;694
AB1017;R$ 3,00;Fortaleza;06/11/2017;565
AB1014;R$ 4,00;São Paulo;06/11/2017;773
AB1020;R$ 4,00;Curitiba;06/11/2017;95
AB1004;R$ 3,00;Recife;06/11/2017;335
AB1005;R$ 5,00;Goiânia;06/11/2017;674
AB1011;R$ 4,00;São Paulo;06/11/2017;320
AB1014;R$ 5,00;Rio de Janeiro;06/11/2017;573
AB1018;R$ 3,00;Goiânia;06/11/2017;463
AB1004;R$ 5,00;Salvador;06/11/2017;551
AB1019;R$ 4,00;Niterói;06/11/2017;30
AB1020;R$ 5,00;Porto Alegre;07/11/2017;428
AB1011;R$ 4,00;Goiânia;07/11/2017;188
AB1023;R$ 3,00;Recife;07/11/2017;509
AB1024;R$ 4,00;Niterói;07/11/2017;30
AB1022;R$ 2,00;Salvador;07/11/2017;594
AB1023;R$ 3,00;Guarulhos;07/11/2017;75
AB1013;R$ 2,00;Niterói;07/11/2017;46
AB1003;R$ 2,00;Recife;07/11/2017;227
AB1009;R$ 4,00;Recife;07/11/2017;603
AB1012;R$ 4,00;São Paulo;07/11/2017;310
AB1002;R$ 3,00;Recife;07/11/2017;219
AB1004;R$ 4,00;Fortaleza;07/11/2017;163
AB1016;R$ 1,00;Fortaleza;07/11/2017;507
AB1011;R$ 4,00;Guarulhos;07/11/2017;207
AB1002;R$ 4,00;Curitiba;07/11/2017;442
AB1023;R$ 1,00;Porto Alegre;07/11/2017;586
AB1023;R$ 5,00;Nova Iguaço;07/11/2017;717
AB1014;R$ 4,00;Fortaleza;07/11/2017;740
AB1013;R$ 3,00;Porto Alegre;07/11/2017;668
AB1019;R$ 4,00;Salvador;07/11/2017;396
AB1013;R$ 5,00;Curitiba;07/11/2017;535
AB1005;R$ 4,00;Porto Alegre;07/11/2017;416
AB1002;R$ 5,00;São Paulo;07/11/2017;111
AB1013;R$ 4,00;Guarulhos;07/11/2017;48
AB1015;R$ 2,00;Guarulhos;07/11/2017;496
AB1002;R$ 3,00;Belo Horizonte;07/11/2017;295
AB1003;R$ 4,00;Nova Iguaço;07/11/2017;452
AB1010;R$ 2,00;Curitiba;07/11/2017;628
AB1001;R$ 5,00;Nova Iguaço;07/11/2017;791
AB1017;R$ 4,00;Recife;07/11/2017;676
AB1024;R$ 1,00;Porto Alegre;07/11/2017;64
AB1001;R$ 1,00;Goiânia;07/11/2017;65
AB1020;R$ 4,00;Niterói;07/11/2017;549
AB1011;R$ 3,00;Belo Horizonte;07/11/2017;418
AB1022;R$ 3,00;Fortaleza;07/11/2017;657
AB1020;R$ 4,00;Fortaleza;07/11/2017;580
AB1009;R$ 1,00;Goiânia;08/11/2017;614
AB1002;R$ 2,00;Rio de Janeiro;08/11/2017;52
