COD,Valor Pedido,Cidade,Data da Venda,COD Cliente
AB1022,3.0,Fortaleza,2018-01-17,740
AB1004,1.0,Rio de Janeiro,2018-01-17,694
AB1017,2.0,Curitiba,2018-01-17,419
AB1003,2.0,Guarulhos,2018-01-17,185
AB1021,2.0,Belo Horizonte,2018-01-17,220
AB1011,3.0,Campinas,2018-01-18,638
AB1010,4.0,Niterói,2018-01-18,228
AB1014,5.0,Guarulhos,2018-01-18,83
AB1007,1.0,Belo Horizonte,2018-01-18,385
AB1011,3.0,Guarulhos,2018-01-18,577
AB1021,2.0,Rio de Janeiro,2018-01-18,3
AB1018,1.0,Porto Alegre,2018-01-18,353
AB1002,2.0,Salvador,2018-01-18,583
AB1008,4.0,Guarulhos,2018-01-18,83
AB1014,4.0,Guarulhos,2018-01-18,84
AB1016,3.0,Goiânia,2018-01-18,821
AB1018,2.0,Goiânia,2018-01-18,527
AB1008,4.0,Guarulhos,2018-01-18,465
AB1024,4.0,Fortaleza,2018-01-18,288
AB1023,3.0,Campinas,2018-01-18,635
AB1024,4.0,Nova Iguaço,2018-01-18,604
AB1015,2.0,Campinas,2018-01-18,770
AB1013,4.0,Belo Horizonte,2018-01-18,693
AB1003,2.0,Guarulhos,2018-01-18,74
AB1020,4.0,Belo Horizonte,2018-01-18,123
AB1007,4.0,Salvador,2018-01-18,583
AB1014,5.0,Guarulhos,2018-01-18,340
AB1014,2.0,Nova Iguaço,2018-01-18,680
AB1001,3.0,São Paulo,2018-01-18,725
AB1008,5.0,Rio de Janeiro,2018-01-18,407
AB1014,4.0,Campinas,2018-01-18,447
AB1014,5.0,São Paulo,2018-01-18,650
AB1005,4.0,Belo Horizonte,2018-01-18,611
AB1002,3.0,Guarulhos,2018-01-18,327
AB1022,4.0,Fortaleza,2018-01-18,461
AB1005,5.0,Porto Alegre,2018-01-18,203
AB1005,5.0,Curitiba,2018-01-18,345
AB1011,3.0,Guarulhos,2018-01-18,344
AB1002,2.0,Recife,2018-01-19,822
AB1003,5.0,Recife,2018-01-19,597
AB1007,5.0,Curitiba,2018-01-19,774
AB1004,5.0,Guarulhos,2018-01-19,152
AB1013,1.0,Recife,2018-01-19,197
AB1001,2.0,Fortaleza,2018-01-19,461
AB1018,4.0,Niterói,2018-01-19,276
AB1021,4.0,Campinas,2018-01-19,243
AB1007,2.0,Salvador,2018-01-19,792
AB1016,5.0,Guarulhos,2018-01-19,167
AB1003,3.0,Guarulhos,2018-01-19,75
AB1006,1.0,Rio de Janeiro,2018-01-19,571
AB1009,5.0,Curitiba,2018-01-19,60
AB1003,2.0,Recife,2018-01-19,165
AB1020,4.0,Goiânia,2018-01-19,435
AB1020,5.0,Rio de Janeiro,2018-01-19,29
AB1001,2.0,Niterói,2018-01-19,390
AB1006,4.0,Guarulhos,2018-01-19,122
AB1009,5.0,Salvador,2018-01-19,769
AB1012,4.0,Curitiba,2018-01-19,93
AB1023,5.0,Salvador,2018-01-19,700
AB1011,3.0,Fortaleza,2018-01-19,735
AB1017,1.0,Porto Alegre,2018-01-19,808
AB1023,1.0,Guarulhos,2018-01-19,528
AB1022,5.0,Guarulhos,2018-01-19,327
AB1002,3.0,Guarulhos,2018-01-19,83
AB1015,4.0,Belo Horizonte,2018-01-19,786
AB1022,4.0,Campinas,2018-01-19,257
AB1007,5.0,Campinas,2018-01-19,289
AB1011,3.0,Campinas,2018-01-19,638
AB1023,1.0,Fortaleza,2018-01-19,557
AB1015,5.0,Fortaleza,2018-01-19,740
AB1011,2.0,Belo Horizonte,2018-01-19,383
AB1012,5.0,Goiânia,2018-01-19,89
AB1014,5.0,São Paulo,2018-01-19,753
AB1019,1.0,Campinas,2018-01-19,2
AB1022,2.0,Rio de Janeiro,2018-01-19,213
AB1018,1.0,Belo Horizonte,2018-01-19,786
AB1021,4.0,Porto Alegre,2018-01-19,129
AB1009,4.0,Goiânia,2018-01-19,296
AB1018,4.0,Salvador,2018-01-19,54
AB1009,2.0,Porto Alegre,2018-01-19,181
AB1013,4.0,São Paulo,2018-01-19,69
AB1024,3.0,Fortaleza,2018-01-20,599
AB1011,2.0,Nova Iguaço,2018-01-20,460
AB1011,5.0,Salvador,2018-01-20,216
AB1010,3.0,Belo Horizonte,2018-01-20,508
AB1014,4.0,Guarulhos,2018-01-20,318
AB1021,4.0,Nova Iguaço,2018-01-20,576
AB1016,4.0,Recife,2018-01-20,373
AB1011,4.0,Recife,2018-01-20,777
AB1017,5.0,Niterói,2018-01-20,94
AB1007,1.0,Guarulhos,2018-01-20,48
AB1021,2.0,Salvador,2018-01-20,448
AB1022,2.0,Goiânia,2018-01-20,317
AB1005,2.0,Fortaleza,2018-01-20,461
AB1011,5.0,Recife,2018-01-20,597
AB1013,2.0,Goiânia,2018-01-20,539
AB1008,3.0,Fortaleza,2018-01-20,697
AB1015,4.0,Guarulhos,2018-01-20,564
AB1020,3.0,Niterói,2018-01-20,35
AB1023,1.0,Recife,2018-01-20,597
AB1019,3.0,Recife,2018-01-20,268
AB1012,5.0,Belo Horizonte,2018-01-20,18
AB1003,1.0,Guarulhos,2018-01-20,561
AB1018,4.0,Rio de Janeiro,2018-01-20,572
AB1023,5.0,Nova Iguaço,2018-01-20,43
AB1012,4.0,Goiânia,2018-01-20,759
AB1008,3.0,Goiânia,2018-01-20,387
AB1008,2.0,Recife,2018-01-20,672
AB1021,1.0,Porto Alegre,2018-01-20,267
AB1002,4.0,Campinas,2018-01-20,510
AB1020,5.0,Porto Alegre,2018-01-20,253
AB1001,3.0,Nova Iguaço,2018-01-20,517
AB1009,5.0,Porto Alegre,2018-01-20,664
AB1001,1.0,Guarulhos,2018-01-21,433
AB1008,3.0,Belo Horizonte,2018-01-21,415
AB1005,2.0,Nova Iguaço,2018-01-21,717
AB1022,4.0,São Paulo,2018-01-21,608
AB1008,3.0,Salvador,2018-01-21,544
AB1004,2.0,Fortaleza,2018-01-21,480
AB1012,3.0,Guarulhos,2018-01-21,294
AB1010,5.0,São Paulo,2018-01-21,316
AB1009,1.0,Curitiba,2018-01-21,394
AB1013,2.0,Guarulhos,2018-01-21,98
AB1002,2.0,Guarulhos,2018-01-21,417
AB1020,5.0,Porto Alegre,2018-01-21,371
AB1015,3.0,Salvador,2018-01-21,769
AB1004,1.0,Nova Iguaço,2018-01-21,649
AB1003,1.0,São Paulo,2018-01-21,382
AB1013,4.0,Porto Alegre,2018-01-21,760
AB1013,4.0,Guarulhos,2018-01-21,318
AB1010,3.0,Rio de Janeiro,2018-01-21,817
AB1016,2.0,Curitiba,2018-01-21,346
AB1001,5.0,São Paulo,2018-01-21,408
AB1012,5.0,Rio de Janeiro,2018-01-21,573
AB1024,5.0,Recife,2018-01-21,321
AB1017,5.0,Porto Alegre,2018-01-21,664
AB1003,1.0,Campinas,2018-01-21,262
AB1024,1.0,Curitiba,2018-01-21,714
AB1023,5.0,Belo Horizonte,2018-01-21,18
AB1005,5.0,Nova Iguaço,2018-01-21,568
AB1023,1.0,Guarulhos,2018-01-21,465
AB1017,5.0,Rio de Janeiro,2018-01-21,749
AB1015,5.0,Curitiba,2018-01-21,60
AB1020,1.0,Recife,2018-01-21,144
AB1022,4.0,São Paulo,2018-01-21,303
AB1021,1.0,Fortaleza,2018-01-21,507
AB1005,1.0,Belo Horizonte,2018-01-21,421
AB1023,5.0,São Paulo,2018-01-22,683
AB1009,1.0,Recife,2018-01-22,227
AB1017,1.0,Fortaleza,2018-01-22,740
AB1009,2.0,Guarulhos,2018-01-22,41
AB1005,2.0,Rio de Janeiro,2018-01-22,52
AB1014,2.0,Campinas,2018-01-22,110
AB1006,3.0,Campinas,2018-01-22,422
AB1024,5.0,Guarulhos,2018-01-22,399
AB1010,5.0,Nova Iguaço,2018-01-22,43
AB1005,2.0,Curitiba,2018-01-22,705
AB1016,4.0,Belo Horizonte,2018-01-22,475
AB1004,1.0,São Paulo,2018-01-22,303
AB1006,3.0,Fortaleza,2018-01-22,621
AB1023,4.0,Salvador,2018-01-22,285
AB1002,4.0,São Paulo,2018-01-22,617
AB1022,2.0,Campinas,2018-01-22,663
AB1023,3.0,Porto Alegre,2018-01-22,522
AB1004,3.0,Curitiba,2018-01-22,63
AB1019,2.0,Recife,2018-01-22,219
AB1002,4.0,Belo Horizonte,2018-01-22,295
AB1021,5.0,Curitiba,2018-01-22,345
AB1010,2.0,Goiânia,2018-01-22,532
AB1011,2.0,Rio de Janeiro,2018-01-22,744
AB1010,2.0,Niterói,2018-01-22,42
AB1024,3.0,São Paulo,2018-01-22,429
AB1007,5.0,Belo Horizonte,2018-01-22,383
AB1018,5.0,Salvador,2018-01-22,31
AB1007,4.0,Belo Horizonte,2018-01-22,23
AB1019,3.0,Nova Iguaço,2018-01-22,568
AB1017,4.0,Guarulhos,2018-01-22,334
AB1003,2.0,Niterói,2018-01-22,488
AB1016,5.0,Guarulhos,2018-01-22,101
AB1013,2.0,Recife,2018-01-22,814
AB1014,4.0,Fortaleza,2018-01-22,601
AB1022,1.0,Belo Horizonte,2018-01-22,18
AB1010,5.0,São Paulo,2018-01-23,406
AB1023,1.0,Nova Iguaço,2018-01-23,149
AB1021,1.0,Recife,2018-01-23,398
AB1002,5.0,Curitiba,2018-01-23,238
AB1011,3.0,Rio de Janeiro,2018-01-23,226
AB1010,3.0,Goiânia,2018-01-23,759
AB1013,4.0,Porto Alegre,2018-01-23,112
AB1015,2.0,Fortaleza,2018-01-23,796
AB1024,3.0,Goiânia,2018-01-23,177
AB1006,2.0,Fortaleza,2018-01-23,553
AB1004,4.0,Niterói,2018-01-23,30
AB1010,4.0,Campinas,2018-01-23,505
AB1021,2.0,Salvador,2018-01-23,168
AB1018,3.0,Fortaleza,2018-01-23,818
AB1024,2.0,Curitiba,2018-01-23,774
AB1021,1.0,Niterói,2018-01-23,546
AB1005,5.0,Porto Alegre,2018-01-23,181
AB1007,2.0,Curitiba,2018-01-23,812
AB1006,4.0,Rio de Janeiro,2018-01-23,499
AB1010,5.0,Fortaleza,2018-01-23,87
AB1010,4.0,Campinas,2018-01-23,138
AB1014,5.0,Guarulhos,2018-01-23,340
AB1012,5.0,Curitiba,2018-01-23,803
AB1023,1.0,Guarulhos,2018-01-23,596
AB1016,3.0,Goiânia,2018-01-23,246
AB1012,5.0,Recife,2018-01-23,597
AB1023,5.0,Guarulhos,2018-01-23,272
AB1006,4.0,Nova Iguaço,2018-01-23,689
AB1003,3.0,Belo Horizonte,2018-01-23,666
AB1010,2.0,Recife,2018-01-23,39
AB1013,3.0,Rio de Janeiro,2018-01-23,134
AB1008,1.0,Recife,2018-01-23,449
AB1016,5.0,Goiânia,2018-01-23,636
AB1016,3.0,Campinas,2018-01-23,431
AB1016,3.0,Campinas,2018-01-23,395
AB1018,5.0,Nova Iguaço,2018-01-23,384
AB1008,1.0,Campinas,2018-01-23,59
AB1001,5.0,Guarulhos,2018-01-23,185
AB1008,1.0,Porto Alegre,2018-01-23,353
AB1024,5.0,Curitiba,2018-01-23,178
AB1002,5.0,Guarulhos,2018-01-24,122
AB1021,4.0,Porto Alegre,2018-01-24,12
AB1005,3.0,Guarulhos,2018-01-24,102
AB1023,2.0,São Paulo,2018-01-24,196
AB1010,2.0,Campinas,2018-01-24,332
AB1007,5.0,Porto Alegre,2018-01-24,360
AB1006,5.0,Niterói,2018-01-24,798
AB1004,2.0,Campinas,2018-01-24,265
AB1003,5.0,Recife,2018-01-24,380
AB1010,2.0,Campinas,2018-01-24,485
AB1020,5.0,Goiânia,2018-01-24,182
AB1024,3.0,Niterói,2018-01-24,258
AB1004,4.0,Salvador,2018-01-24,700
AB1024,4.0,Guarulhos,2018-01-24,538
AB1009,3.0,Belo Horizonte,2018-01-24,441
AB1001,3.0,Rio de Janeiro,2018-01-24,476
AB1014,5.0,Niterói,2018-01-24,763
AB1010,4.0,Campinas,2018-01-24,422
AB1020,2.0,Campinas,2018-01-24,485
AB1002,4.0,Goiânia,2018-01-24,435
AB1001,5.0,Curitiba,2018-01-24,178
AB1011,4.0,Salvador,2018-01-24,534
AB1008,3.0,Goiânia,2018-01-24,469
AB1007,4.0,Belo Horizonte,2018-01-24,550
AB1020,3.0,Porto Alegre,2018-01-24,780
AB1003,2.0,Nova Iguaço,2018-01-24,604
AB1005,4.0,Curitiba,2018-01-24,271
AB1005,2.0,Recife,2018-01-24,244
AB1023,5.0,Fortaleza,2018-01-24,480
AB1012,3.0,Campinas,2018-01-24,678
AB1009,2.0,Guarulhos,2018-01-24,75
AB1018,3.0,Fortaleza,2018-01-24,519
AB1005,4.0,Rio de Janeiro,2018-01-24,259
AB1020,5.0,Recife,2018-01-24,321
AB1002,1.0,Recife,2018-01-24,277
AB1008,1.0,Recife,2018-01-24,820
AB1015,2.0,Curitiba,2018-01-24,22
AB1023,1.0,Salvador,2018-01-24,593
AB1008,2.0,Guarulhos,2018-01-24,327
AB1013,3.0,Porto Alegre,2018-01-24,221
AB1007,3.0,Campinas,2018-01-24,732
AB1002,1.0,Campinas,2018-01-24,151
AB1019,3.0,Curitiba,2018-01-25,705
AB1019,2.0,Goiânia,2018-01-25,172
AB1002,3.0,Belo Horizonte,2018-01-25,357
AB1011,1.0,Goiânia,2018-01-25,299
AB1009,2.0,Nova Iguaço,2018-01-25,490
AB1021,4.0,Fortaleza,2018-01-25,458
AB1019,1.0,Rio de Janeiro,2018-01-25,377
AB1008,5.0,Recife,2018-01-25,322
AB1007,1.0,Curitiba,2018-01-25,643
AB1005,5.0,Belo Horizonte,2018-01-25,497
AB1018,1.0,Nova Iguaço,2018-01-25,402
AB1008,4.0,Guarulhos,2018-01-25,185
AB1003,2.0,Belo Horizonte,2018-01-25,742
AB1010,4.0,Rio de Janeiro,2018-01-25,148
AB1011,3.0,Guarulhos,2018-01-25,47
AB1019,4.0,Porto Alegre,2018-01-25,785
AB1010,5.0,Fortaleza,2018-01-25,697
AB1008,3.0,Rio de Janeiro,2018-01-25,625
AB1001,2.0,Guarulhos,2018-01-25,340
AB1001,2.0,Nova Iguaço,2018-01-25,649
AB1022,1.0,Curitiba,2018-01-25,743
AB1007,3.0,Curitiba,2018-01-25,493
AB1006,2.0,Fortaleza,2018-01-25,255
AB1008,1.0,Nova Iguaço,2018-01-25,782
AB1008,2.0,Salvador,2018-01-25,97
AB1004,3.0,Salvador,2018-01-25,675
AB1012,1.0,Recife,2018-01-25,822
AB1015,5.0,Guarulhos,2018-01-25,491
AB1007,4.0,Guarulhos,2018-01-25,205
AB1012,5.0,Salvador,2018-01-25,551
AB1009,3.0,São Paulo,2018-01-25,753
AB1009,2.0,Niterói,2018-01-25,228
AB1010,1.0,Guarulhos,2018-01-25,602
AB1015,4.0,Curitiba,2018-01-25,394
AB1018,4.0,Guarulhos,2018-01-25,306
AB1004,2.0,São Paulo,2018-01-25,235
AB1007,4.0,Fortaleza,2018-01-26,163
AB1018,1.0,Curitiba,2018-01-26,643
AB1016,4.0,Curitiba,2018-01-26,715
AB1001,3.0,Recife,2018-01-26,777
AB1014,5.0,Goiânia,2018-01-26,188
AB1009,2.0,Nova Iguaço,2018-01-26,680
AB1005,1.0,Salvador,2018-01-26,54
AB1018,5.0,São Paulo,2018-01-26,698
AB1015,1.0,Curitiba,2018-01-26,498
AB1003,5.0,Belo Horizonte,2018-01-26,186
AB1018,4.0,Goiânia,2018-01-26,296
AB1005,3.0,Belo Horizonte,2018-01-26,430
AB1024,1.0,Rio de Janeiro,2018-01-26,652
AB1017,4.0,Rio de Janeiro,2018-01-26,248
AB1018,3.0,São Paulo,2018-01-26,797
AB1011,3.0,Curitiba,2018-01-26,560
AB1021,3.0,Goiânia,2018-01-26,89
AB1013,5.0,São Paulo,2018-01-26,261
AB1023,1.0,Fortaleza,2018-01-26,519
AB1005,4.0,Salvador,2018-01-26,170
AB1002,3.0,Nova Iguaço,2018-01-26,568
AB1018,4.0,Salvador,2018-01-26,765
AB1002,5.0,Curitiba,2018-01-26,442
AB1015,4.0,Campinas,2018-01-26,208
AB1008,2.0,Salvador,2018-01-26,275
AB1022,4.0,Curitiba,2018-01-26,715
AB1020,2.0,Curitiba,2018-01-26,293
AB1015,4.0,Niterói,2018-01-26,236
AB1005,2.0,Campinas,2018-01-26,2
AB1022,5.0,Guarulhos,2018-01-26,62
AB1005,3.0,Niterói,2018-01-26,146
AB1014,2.0,Rio de Janeiro,2018-01-26,570
AB1022,3.0,Niterói,2018-01-26,118
AB1012,2.0,Nova Iguaço,2018-01-27,591
AB1015,5.0,Goiânia,2018-01-27,438
AB1007,3.0,Curitiba,2018-01-27,93
AB1010,3.0,Porto Alegre,2018-01-27,620
AB1002,2.0,Niterói,2018-01-27,228
AB1008,4.0,Rio de Janeiro,2018-01-27,195
AB1007,4.0,Guarulhos,2018-01-27,185
AB1007,1.0,Rio de Janeiro,2018-01-27,125
AB1013,3.0,Guarulhos,2018-01-27,287
AB1003,5.0,Nova Iguaço,2018-01-27,472
AB1022,5.0,Guarulhos,2018-01-27,167
AB1008,4.0,Recife,2018-01-27,158
AB1021,2.0,Campinas,2018-01-27,521
AB1012,3.0,Guarulhos,2018-01-27,440
AB1001,1.0,Porto Alegre,2018-01-27,592
AB1021,3.0,Goiânia,2018-01-27,65
AB1011,4.0,Guarulhos,2018-01-27,501
AB1022,1.0,Goiânia,2018-01-27,352
AB1024,4.0,Belo Horizonte,2018-01-27,506
AB1007,5.0,Guarulhos,2018-01-27,403
AB1011,2.0,Guarulhos,2018-01-27,207
AB1007,1.0,Fortaleza,2018-01-27,255
AB1006,3.0,Goiânia,2018-01-27,674
AB1014,1.0,Niterói,2018-01-27,632
AB1007,4.0,Nova Iguaço,2018-01-27,711
AB1023,5.0,Guarulhos,2018-01-27,179
AB1002,3.0,Niterói,2018-01-27,763
AB1023,3.0,Campinas,2018-01-27,635
AB1013,4.0,Nova Iguaço,2018-01-27,576
AB1014,5.0,Rio de Janeiro,2018-01-27,531
AB1004,3.0,Fortaleza,2018-01-27,215
AB1011,3.0,Belo Horizonte,2018-01-27,497
AB1017,4.0,Guarulhos,2018-01-27,502
AB1019,1.0,Guarulhos,2018-01-27,630
AB1007,5.0,Niterói,2018-01-27,710
AB1013,3.0,Guarulhos,2018-01-27,122
AB1005,2.0,Campinas,2018-01-27,329
AB1013,2.0,Belo Horizonte,2018-01-28,475
AB1013,4.0,Rio de Janeiro,2018-01-28,625
AB1017,1.0,Belo Horizonte,2018-01-28,379
AB1013,1.0,Guarulhos,2018-01-28,433
AB1011,5.0,Porto Alegre,2018-01-28,808
AB1009,5.0,Fortaleza,2018-01-28,612
AB1001,3.0,Curitiba,2018-01-28,715
AB1001,3.0,Belo Horizonte,2018-01-28,483
AB1015,5.0,Porto Alegre,2018-01-28,696
AB1013,1.0,Salvador,2018-01-28,482
AB1006,4.0,Curitiba,2018-01-28,812
AB1012,4.0,Recife,2018-01-28,616
AB1001,1.0,Guarulhos,2018-01-28,602
AB1009,5.0,São Paulo,2018-01-28,310
AB1006,4.0,Fortaleza,2018-01-28,157
AB1004,1.0,Fortaleza,2018-01-28,288
AB1019,3.0,Porto Alegre,2018-01-28,371
AB1009,5.0,Porto Alegre,2018-01-28,200
AB1017,2.0,Belo Horizonte,2018-01-28,18
AB1021,1.0,Niterói,2018-01-28,40
AB1021,1.0,Porto Alegre,2018-01-28,795
AB1012,1.0,Guarulhos,2018-01-28,74
AB1005,3.0,Goiânia,2018-01-28,173
AB1003,3.0,Nova Iguaço,2018-01-28,736
AB1002,2.0,São Paulo,2018-01-29,429
AB1013,5.0,São Paulo,2018-01-29,608
AB1023,3.0,Salvador,2018-01-29,216
AB1002,4.0,Campinas,2018-01-29,208
AB1019,1.0,Campinas,2018-01-29,639
AB1006,3.0,Guarulhos,2018-01-29,623
AB1013,3.0,Belo Horizonte,2018-01-29,483
AB1020,2.0,Nova Iguaço,2018-01-29,9
AB1010,1.0,Curitiba,2018-01-29,63
AB1002,2.0,Belo Horizonte,2018-01-29,413
AB1013,1.0,Guarulhos,2018-01-29,229
AB1015,1.0,Fortaleza,2018-01-29,426
AB1011,4.0,São Paulo,2018-01-29,484
AB1017,2.0,Niterói,2018-01-29,654
AB1007,1.0,Fortaleza,2018-01-29,621
AB1010,4.0,Belo Horizonte,2018-01-29,359
AB1007,5.0,Belo Horizonte,2018-01-29,520
AB1014,5.0,Campinas,2018-01-29,333
AB1009,5.0,Campinas,2018-01-29,819
AB1012,4.0,Nova Iguaço,2018-01-29,604
AB1019,1.0,Curitiba,2018-01-29,535
AB1005,2.0,Salvador,2018-01-29,168
AB1017,1.0,Campinas,2018-01-29,635
AB1005,4.0,Belo Horizonte,2018-01-29,666
AB1023,3.0,Guarulhos,2018-01-29,75
AB1012,1.0,Curitiba,2018-01-29,442
AB1014,4.0,São Paulo,2018-01-29,53
AB1001,2.0,Rio de Janeiro,2018-01-29,125
AB1019,1.0,Niterói,2018-01-29,135
AB1009,3.0,Guarulhos,2018-01-29,369
AB1021,3.0,Campinas,2018-01-29,395
AB1007,3.0,Salvador,2018-01-29,168
AB1007,5.0,Nova Iguaço,2018-01-29,14
AB1019,4.0,Guarulhos,2018-01-29,399
AB1005,3.0,Campinas,2018-01-29,618
AB1017,4.0,Belo Horizonte,2018-01-29,542
AB1012,5.0,Goiânia,2018-01-29,65
AB1008,4.0,Nova Iguaço,2018-01-29,124
AB1007,2.0,Guarulhos,2018-01-29,137
AB1013,2.0,Guarulhos,2018-01-29,410
AB1003,4.0,Campinas,2018-01-30,639
AB1015,3.0,Niterói,2018-01-30,131
AB1012,3.0,Recife,2018-01-30,822
AB1010,1.0,Guarulhos,2018-01-30,141
AB1012,2.0,Campinas,2018-01-30,529
AB1006,1.0,Goiânia,2018-01-30,315
AB1002,5.0,Rio de Janeiro,2018-01-30,52
AB1009,4.0,Goiânia,2018-01-30,182
AB1006,5.0,Niterói,2018-01-30,584
AB1015,2.0,Nova Iguaço,2018-01-30,282
AB1024,1.0,Recife,2018-01-30,653
AB1013,3.0,Niterói,2018-01-30,10
AB1012,5.0,Recife,2018-01-30,165
AB1006,5.0,Goiânia,2018-01-30,65
AB1022,2.0,Niterói,2018-01-30,710
AB1014,4.0,Rio de Janeiro,2018-01-30,298
AB1011,1.0,Guarulhos,2018-01-30,184
AB1007,1.0,Goiânia,2018-01-30,762
AB1002,5.0,Guarulhos,2018-01-30,26
AB1017,3.0,Salvador,2018-01-30,34
AB1003,1.0,Curitiba,2018-01-30,643
AB1019,4.0,Fortaleza,2018-01-30,703
AB1023,2.0,Rio de Janeiro,2018-01-30,125
AB1024,1.0,Nova Iguaço,2018-01-30,281
AB1006,3.0,Rio de Janeiro,2018-01-30,573
AB1011,5.0,Porto Alegre,2018-01-30,371
AB1011,4.0,Recife,2018-01-30,81
AB1011,4.0,Curitiba,2018-01-30,22
AB1016,3.0,Niterói,2018-01-30,451
AB1017,5.0,Guarulhos,2018-01-30,137
AB1020,2.0,Nova Iguaço,2018-01-30,490
AB1024,2.0,Campinas,2018-01-30,709
AB1018,5.0,Guarulhos,2018-01-30,334
AB1006,1.0,Guarulhos,2018-01-30,67
AB1004,5.0,Recife,2018-01-30,304
AB1012,5.0,Guarulhos,2018-01-30,502
AB1021,4.0,Rio de Janeiro,2018-01-30,125
AB1002,1.0,Campinas,2018-01-30,485
AB1001,1.0,Guarulhos,2018-01-30,56
AB1010,3.0,Rio de Janeiro,2018-01-30,92
AB1005,4.0,Fortaleza,2018-01-30,802
AB1012,3.0,Guarulhos,2018-01-31,122
AB1015,3.0,Belo Horizonte,2018-01-31,413
AB1017,5.0,Recife,2018-01-31,597
AB1005,2.0,Porto Alegre,2018-01-31,669
AB1016,4.0,Porto Alegre,2018-01-31,159
AB1023,2.0,Porto Alegre,2018-01-31,38
AB1020,2.0,Niterói,2018-01-31,464
AB1006,3.0,Fortaleza,2018-01-31,580
AB1011,5.0,Rio de Janeiro,2018-01-31,531
AB1005,5.0,Belo Horizonte,2018-01-31,357
AB1023,1.0,Guarulhos,2018-01-31,318
AB1024,4.0,Nova Iguaço,2018-01-31,711
AB1006,5.0,Campinas,2018-01-31,347
AB1008,1.0,Belo Horizonte,2018-01-31,379
AB1021,4.0,Salvador,2018-01-31,232
AB1020,1.0,São Paulo,2018-01-31,737
AB1024,2.0,Nova Iguaço,2018-01-31,690
AB1024,5.0,Fortaleza,2018-01-31,609
AB1006,1.0,Salvador,2018-01-31,31
AB1001,1.0,Guarulhos,2018-01-31,102
AB1022,5.0,Salvador,2018-01-31,232
AB1024,5.0,Niterói,2018-01-31,488
AB1013,4.0,Rio de Janeiro,2018-01-31,92
AB1013,5.0,Campinas,2018-01-31,521
AB1011,2.0,São Paulo,2018-01-31,55
AB1014,3.0,Curitiba,2018-01-31,367
AB1008,3.0,Guarulhos,2018-01-31,74
AB1015,3.0,Niterói,2018-01-31,584
AB1009,3.0,São Paulo,2018-01-31,196
AB1010,4.0,Recife,2018-01-31,595
AB1015,5.0,Fortaleza,2018-01-31,286
AB1018,2.0,São Paulo,2018-01-31,303
AB1006,1.0,São Paulo,2018-01-31,303
AB1015,3.0,Fortaleza,2018-02-01,458
AB1009,2.0,Nova Iguaço,2018-02-01,384
AB1024,4.0,Goiânia,2018-02-01,296
AB1010,1.0,Porto Alegre,2018-02-01,375
AB1017,1.0,Fortaleza,2018-02-01,735
AB1002,5.0,Guarulhos,2018-02-01,119
AB1005,4.0,Niterói,2018-02-01,381
AB1011,4.0,Guarulhos,2018-02-01,137
AB1015,4.0,Rio de Janeiro,2018-02-01,804
AB1009,1.0,Belo Horizonte,2018-02-01,379
AB1007,4.0,Guarulhos,2018-02-01,600
AB1005,2.0,Belo Horizonte,2018-02-01,724
AB1011,5.0,Salvador,2018-02-01,396
AB1020,2.0,Fortaleza,2018-02-01,288
AB1017,3.0,Niterói,2018-02-01,280
AB1002,4.0,Salvador,2018-02-01,593
AB1015,5.0,Niterói,2018-02-01,434
AB1015,3.0,Rio de Janeiro,2018-02-01,76
AB1023,2.0,São Paulo,2018-02-02,737
AB1002,5.0,Campinas,2018-02-02,150
AB1010,2.0,Niterói,2018-02-02,390
AB1011,3.0,Guarulhos,2018-02-02,214
AB1024,4.0,Porto Alegre,2018-02-02,515
AB1015,4.0,Nova Iguaço,2018-02-02,569
AB1024,5.0,Curitiba,2018-02-02,419
AB1015,1.0,Fortaleza,2018-02-02,286
AB1018,4.0,Belo Horizonte,2018-02-02,660
AB1001,4.0,Campinas,2018-02-02,618
AB1002,1.0,Goiânia,2018-02-02,615
AB1023,4.0,Belo Horizonte,2018-02-02,470
AB1014,5.0,Salvador,2018-02-02,481
AB1006,5.0,Guarulhos,2018-02-02,128
AB1013,2.0,Rio de Janeiro,2018-02-02,476
AB1007,4.0,Curitiba,2018-02-02,419
AB1019,1.0,Fortaleza,2018-02-02,171
AB1022,3.0,Nova Iguaço,2018-02-02,649
AB1003,5.0,Nova Iguaço,2018-02-02,701
AB1002,3.0,São Paulo,2018-02-03,429
AB1003,4.0,Fortaleza,2018-02-03,133
AB1013,5.0,Guarulhos,2018-02-03,567
AB1001,1.0,Campinas,2018-02-03,618
AB1024,1.0,Campinas,2018-02-03,439
AB1019,3.0,Recife,2018-02-03,672
AB1002,2.0,Rio de Janeiro,2018-02-03,407
AB1001,2.0,Recife,2018-02-03,373
AB1010,4.0,Fortaleza,2018-02-03,269
AB1001,3.0,Salvador,2018-02-03,164
AB1024,4.0,Guarulhos,2018-02-03,528
AB1019,3.0,Recife,2018-02-03,197
AB1005,3.0,Guarulhos,2018-02-03,136
AB1007,3.0,Guarulhos,2018-02-03,548
AB1020,2.0,Porto Alegre,2018-02-03,115
AB1022,1.0,Guarulhos,2018-02-03,311
AB1007,3.0,Salvador,2018-02-03,593
AB1021,1.0,Recife,2018-02-03,27
AB1016,5.0,Guarulhos,2018-02-03,56
